text,label
"Job Title: Cloud Engineer | Education: M.Tech Computer Science | Experience: 1 years at Microsoft India | Skills: grafana, traefik, monitoring, high availability, disaster recovery, ansible, load balancing, service mesh, azure, gitops, tracing, prometheus, elk stack, sli, chef, gitlab ci, logging, consul | Summary: Published research paper on chef optimization techniques. Conducted code reviews for grafana and sli implementations. Implemented service mesh solutions to improve system performance by 40%. Led a team of 5 engineers to deliver tracing projects on time. Wrote unit tests and integration tests for azure modules.",devops
"Job Title: API Developer | Education: B.E Software Engineering | Experience: 9 years at Ola | Skills: ci/cd, sql, golang, message queue, ansible, azure, django, jpa, rabbitmq, linux, rest api, php, postgresql, caching, load balancer, node.js, spring framework | Summary: Designed and deployed php infrastructure using php. Automated message queue processes saving 20 hours of manual work weekly. Contributed to open-source caching projects on GitHub. Conducted code reviews for ci/cd and azure implementations. Wrote unit tests and integration tests for ansible modules.",backend
"Job Title: Data Scientist | Education: M.Sc Data Science | Experience: 5 years at BYJU's | Skills: nlp, attention mechanism, bert, transfer learning, reinforcement learning, rnn, dimensionality reduction, colab, jupyter, backpropagation, python, data augmentation, seaborn, mlflow, lightgbm, umap | Summary: Built scalable rnn pipelines with rnn achieving 99.9% uptime. Migrated legacy systems to modern transfer learning architecture using colab. Conducted code reviews for python and transfer learning implementations.",machine_learning
"Job Title: Security Engineer | Education: Certified Ethical Hacker (CEH) | Experience: 9 years at Amazon India | Skills: ldap, aws security, network security, splunk, risk assessment, cryptography, active directory, penetration testing, bash scripting, iso 27001, firewall | Summary: Built scalable firewall pipelines with cryptography achieving 99.9% uptime. Optimized risk assessment workflows reducing latency by 60% using cryptography. Published research paper on aws security optimization techniques. Conducted code reviews for aws security and iso 27001 implementations. Conducted code reviews for ldap and splunk implementations.",cybersecurity
"Job Title: Software Engineer | Education: B.E Computer Engineering | Experience: 9 years at Cognizant | Skills: html, agile, webpack, git, aws, elasticsearch, angular, oauth, redis, postgresql, payment integration, express.js, linux, stripe api, github, typescript, next.js, css | Summary: Led a team of 5 engineers to deliver linux projects on time. Conducted code reviews for html and elasticsearch implementations. Collaborated with cross-functional teams on redis and aws solutions. Led a team of 5 engineers to deliver webpack projects on time.",fullstack
"Job Title: Computer Vision Engineer | Education: B.Tech Electronics | Experience: 8 years at Flipkart | Skills: seaborn, tsne, bayesian optimization, gpt, xgboost, neural networks, automl, reinforcement learning, colab, pca, cross validation, computer vision, feature engineering, attention mechanism, mlflow, keras, numpy, huggingface | Summary: Optimized seaborn workflows reducing latency by 60% using bayesian optimization. Automated computer vision processes saving 20 hours of manual work weekly. Integrated automl with attention mechanism for seamless data flow. Contributed to open-source colab projects on GitHub.",machine_learning
"Job Title: Web Developer | Education: B.E Computer Engineering | Experience: 8 years at TechCorp India | Skills: linux, cypress, tailwind css, oauth, nginx, jest, ci/cd, aws | Summary: Achieved tailwind css certification and applied it in production environments. Optimized aws workflows reducing latency by 60% using ci/cd. Developed and maintained tailwind css applications using nginx and cypress.",fullstack
"Job Title: NLP Engineer | Education: B.Tech Computer Science | Experience: 9 years at TCS | Skills: neural networks, scikit-learn, backpropagation, clustering, huggingface, gradient descent, transfer learning, bert, computer vision | Summary: Automated scikit-learn processes saving 20 hours of manual work weekly. Led a team of 5 engineers to deliver bert projects on time. Developed and maintained gradient descent applications using transfer learning and backpropagation. Wrote unit tests and integration tests for transfer learning modules.",machine_learning
"Job Title: MEAN Stack Developer | Education: B.Sc Computer Science | Experience: 7 years at BYJU's | Skills: html, vite, next.js, tailwind css, rest api, cypress, docker, angular, git, mongodb, meilisearch | Summary: Optimized mongodb workflows reducing latency by 60% using html. Contributed to open-source tailwind css projects on GitHub. Optimized next.js workflows reducing latency by 60% using next.js.",fullstack
"Job Title: Cloud Engineer | Education: B.Tech Computer Science | Experience: 9 years at Flipkart | Skills: sre, python, traefik, consul, argocd, logging, infrastructure as code, helm, sli, high availability, kubernetes, flux, nginx, slo, monitoring, ansible | Summary: Integrated high availability with flux for seamless data flow. Wrote unit tests and integration tests for python modules. Collaborated with cross-functional teams on monitoring and traefik solutions. Designed and deployed sre infrastructure using flux. Achieved sli certification and applied it in production environments.",devops
"Job Title: Site Reliability Engineer | Education: B.Tech Information Technology | Experience: 5 years at Paytm | Skills: golang, jwt, jenkins, caching, linux, grpc, gcp, kafka, kubernetes, api gateway, ci/cd, php, rust, docker, node.js, postgresql, django | Summary: Integrated jwt with gcp for seamless data flow. Optimized grpc workflows reducing latency by 60% using rust. Integrated grpc with node.js for seamless data flow. Wrote unit tests and integration tests for gcp modules. Designed and deployed linux infrastructure using rust.",backend
"Job Title: Penetration Tester | Education: Certified Ethical Hacker (CEH) | Experience: 9 years at Mu Sigma | Skills: azure security, aws security, siem, ldap, active directory, devsecops, ids, kali linux, firewall, reverse engineering | Summary: Migrated legacy systems to modern siem architecture using azure security. Conducted code reviews for siem and ldap implementations. Conducted code reviews for active directory and devsecops implementations. Integrated firewall with firewall for seamless data flow.",cybersecurity
"Job Title: UI/UX Developer | Education: B.Sc Computer Science | Experience: 1 years at Wipro | Skills: css, framer motion, websockets, tailwind css, three.js, html, typescript, gsap, cypress, sass, d3.js, progressive web app, jest, context api | Summary: Automated css processes saving 20 hours of manual work weekly. Built scalable three.js pipelines with tailwind css achieving 99.9% uptime. Achieved tailwind css certification and applied it in production environments. Developed and maintained html applications using cypress and progressive web app.",frontend
"Job Title: Security Architect | Education: B.E Electronics | Experience: 4 years at Ola | Skills: qradar, risk assessment, aws security, python scripting, ids, network security, iso 27001, active directory | Summary: Migrated legacy systems to modern network security architecture using risk assessment. Contributed to open-source ids projects on GitHub. Designed and deployed iso 27001 infrastructure using active directory. Designed and deployed ids infrastructure using iso 27001.",cybersecurity
"Job Title: Android Developer | Education: B.Tech Computer Science | Experience: 7 years at HCL Technologies | Skills: uikit, google play, android studio, unit testing, jetpack compose, spm, capacitor, objective-c, alamofire, flutter | Summary: Contributed to open-source objective-c projects on GitHub. Designed and deployed unit testing infrastructure using jetpack compose. Integrated flutter with capacitor for seamless data flow.",mobile
"Job Title: UI/UX Developer | Education: B.Sc Computer Science | Experience: 8 years at Infosys | Skills: code splitting, sass, apollo, web accessibility, react query, adobe xd, context api, svelte, typescript, react testing library, less, rollup, redux, css, performance optimization, d3.js, progressive web app, babel | Summary: Wrote unit tests and integration tests for redux modules. Migrated legacy systems to modern react query architecture using rollup. Collaborated with cross-functional teams on apollo and d3.js solutions.",frontend
"Job Title: React Developer | Education: Diploma in Web Development | Experience: 7 years at Razorpay | Skills: figma, babel, storybook, progressive web app, wcag, next.js, apollo, nuxt.js, angular, typescript, less | Summary: Migrated legacy systems to modern storybook architecture using figma. Built scalable angular pipelines with progressive web app achieving 99.9% uptime. Led a team of 5 engineers to deliver figma projects on time. Collaborated with cross-functional teams on babel and progressive web app solutions. Collaborated with cross-functional teams on babel and next.js solutions.",frontend
"Job Title: Infrastructure Engineer | Education: B.Tech Computer Science | Experience: 5 years at TechCorp India | Skills: gitlab ci, python, kubernetes, tracing, slo, load balancing, vault, high availability | Summary: Conducted code reviews for vault and vault implementations. Collaborated with cross-functional teams on slo and high availability solutions. Conducted code reviews for high availability and kubernetes implementations.",devops
"Job Title: Security Architect | Education: CISSP | Experience: 4 years at Sigmoid | Skills: ips, qradar, malware analysis, ldap, vulnerability assessment, risk assessment, soc, active directory, compliance, network security, wireshark, tls, firewall, metasploit, ids, cryptography, python scripting | Summary: Wrote unit tests and integration tests for malware analysis modules. Conducted code reviews for vulnerability assessment and ldap implementations. Published research paper on wireshark optimization techniques. Contributed to open-source malware analysis projects on GitHub. Achieved metasploit certification and applied it in production environments.",cybersecurity
"Job Title: MEAN Stack Developer | Education: B.Tech Computer Science | Experience: 3 years at InMobi | Skills: jest, git, vue.js, typescript, node.js, bash, express.js, postgresql, microservices, rest api, payment integration, react, mysql | Summary: Migrated legacy systems to modern bash architecture using bash. Built scalable git pipelines with express.js achieving 99.9% uptime. Collaborated with cross-functional teams on typescript and vue.js solutions.",fullstack
"Job Title: Information Security Engineer | Education: Certified Ethical Hacker (CEH) | Experience: 6 years at Zoho | Skills: soar, kali linux, gdpr, ssl, metasploit, hipaa, qradar, zero trust, soc | Summary: Led a team of 5 engineers to deliver gdpr projects on time. Optimized qradar workflows reducing latency by 60% using kali linux. Automated ssl processes saving 20 hours of manual work weekly. Wrote unit tests and integration tests for ssl modules. Developed and maintained soar applications using gdpr and gdpr.",cybersecurity
"Job Title: Kubernetes Engineer | Education: B.E Electronics | Experience: 6 years at TCS | Skills: monitoring, prometheus, chef, gcp, jenkins, haproxy, traefik, istio | Summary: Collaborated with cross-functional teams on traefik and prometheus solutions. Optimized prometheus workflows reducing latency by 60% using prometheus. Achieved traefik certification and applied it in production environments.",devops
"Job Title: Backend Developer | Education: B.Sc Computer Science | Experience: 10 years at Unacademy | Skills: nginx, terraform, grpc, azure, nosql, celery, go, caching | Summary: Achieved celery certification and applied it in production environments. Implemented grpc solutions to improve system performance by 40%. Automated go processes saving 20 hours of manual work weekly. Achieved azure certification and applied it in production environments.",backend
"Job Title: Information Security Engineer | Education: B.Tech Computer Science | Experience: 4 years at Amazon India | Skills: splunk, burp suite, wireshark, powershell, cloud security, gdpr, penetration testing, qradar, network security, ssl, pki, malware analysis, web application security | Summary: Integrated web application security with cloud security for seamless data flow. Optimized gdpr workflows reducing latency by 60% using web application security. Contributed to open-source network security projects on GitHub. Collaborated with cross-functional teams on pki and qradar solutions.",cybersecurity
"Job Title: Vue.js Developer | Education: B.E Computer Engineering | Experience: 3 years at Accenture | Skills: adobe xd, webpack, scss, prettier, websockets, less, d3.js, context api, seo, rollup, service worker, jest, graphql | Summary: Conducted code reviews for service worker and rollup implementations. Wrote unit tests and integration tests for rollup modules. Published research paper on prettier optimization techniques. Contributed to open-source adobe xd projects on GitHub.",frontend
"Job Title: AI Engineer | Education: B.Sc Statistics | Experience: 7 years at TechCorp India | Skills: hyperparameter tuning, pandas, scikit-learn, clustering, fine tuning, python, numpy, gpt, lightgbm, feature engineering, colab, jupyter, transformers, reinforcement learning, umap | Summary: Achieved transformers certification and applied it in production environments. Designed and deployed numpy infrastructure using jupyter. Conducted code reviews for lightgbm and colab implementations. Contributed to open-source scikit-learn projects on GitHub.",machine_learning
"Job Title: UI/UX Developer | Education: Diploma in Web Development | Experience: 9 years at Freshworks | Skills: react query, redux, nuxt.js, svelte, progressive web app, wcag, lazy loading, fetch api, vite, three.js, storybook | Summary: Achieved three.js certification and applied it in production environments. Optimized fetch api workflows reducing latency by 60% using three.js. Published research paper on fetch api optimization techniques.",frontend
"Job Title: Vue.js Developer | Education: Diploma in Web Development | Experience: 6 years at Amazon India | Skills: context api, wcag, performance optimization, tailwind css, responsive design, rollup, progressive web app, react query, fetch api, webpack | Summary: Optimized performance optimization workflows reducing latency by 60% using performance optimization. Automated responsive design processes saving 20 hours of manual work weekly. Built scalable rollup pipelines with wcag achieving 99.9% uptime. Implemented fetch api solutions to improve system performance by 40%. Optimized webpack workflows reducing latency by 60% using wcag.",frontend
"Job Title: Pipeline Engineer | Education: B.Tech Information Technology | Experience: 5 years at Zoho | Skills: kibana, power bi, parquet, data quality, star schema, delta lake, java, beam, luigi, sql, hive | Summary: Wrote unit tests and integration tests for kibana modules. Contributed to open-source sql projects on GitHub. Implemented star schema solutions to improve system performance by 40%.",data_engineering
"Job Title: Data Platform Engineer | Education: B.Tech Computer Science | Experience: 3 years at Zomato | Skills: hdfs, pig, apache spark, star schema, synapse, hadoop, bigquery, emr, elt | Summary: Published research paper on hadoop optimization techniques. Wrote unit tests and integration tests for emr modules. Wrote unit tests and integration tests for hadoop modules.",data_engineering
"Job Title: Penetration Tester | Education: B.Sc Cybersecurity | Experience: 4 years at IBM India | Skills: nmap, incident response, digital forensics, devsecops, ctf, pki, cryptography, powershell, soc, threat intelligence | Summary: Automated soc processes saving 20 hours of manual work weekly. Wrote unit tests and integration tests for cryptography modules. Built scalable devsecops pipelines with threat intelligence achieving 99.9% uptime. Contributed to open-source nmap projects on GitHub. Optimized devsecops workflows reducing latency by 60% using nmap.",cybersecurity
"Job Title: Computer Vision Engineer | Education: M.Sc Data Science | Experience: 9 years at Infosys | Skills: reinforcement learning, pytorch, hyperparameter tuning, attention mechanism, transfer learning, classification, scikit-learn, huggingface, opencv, mlflow, bayesian optimization, deep learning, regression, wandb, lightgbm, model deployment | Summary: Contributed to open-source lightgbm projects on GitHub. Built scalable transfer learning pipelines with regression achieving 99.9% uptime. Optimized lightgbm workflows reducing latency by 60% using reinforcement learning.",machine_learning
"Job Title: Site Reliability Engineer | Education: M.Tech Computer Science | Experience: 9 years at HCL Technologies | Skills: express.js, go, mongodb, spring framework, jpa, rest api, aws, flask, linux, c#, jwt, kafka, terraform, mysql, asp.net, api gateway, graphql, caching | Summary: Automated spring framework processes saving 20 hours of manual work weekly. Conducted code reviews for asp.net and spring framework implementations. Conducted code reviews for spring framework and caching implementations. Collaborated with cross-functional teams on spring framework and rest api solutions. Published research paper on aws optimization techniques.",backend
"Job Title: Data Engineer | Education: M.Sc Computer Science | Experience: 6 years at Amazon India | Skills: data modeling, java, glue, etl, data quality, kibana, elt, snowflake, airflow, iceberg, data pipeline, databricks | Summary: Conducted code reviews for databricks and kibana implementations. Automated glue processes saving 20 hours of manual work weekly. Migrated legacy systems to modern snowflake architecture using data quality. Wrote unit tests and integration tests for snowflake modules. Automated java processes saving 20 hours of manual work weekly.",data_engineering
"Job Title: Web Developer | Education: B.Tech Computer Science | Experience: 5 years at Zomato | Skills: jwt, tailwind css, express.js, python, angular, nginx, css, stripe api, meilisearch, webpack | Summary: Contributed to open-source tailwind css projects on GitHub. Developed and maintained python applications using angular and meilisearch. Migrated legacy systems to modern stripe api architecture using python.",fullstack
"Job Title: Kubernetes Engineer | Education: B.Sc Information Technology | Experience: 2 years at Flipkart | Skills: haproxy, loki, jaeger, puppet, sli, istio, python, azure, chef, load balancing, ansible, sla, helm, kubernetes, vault, opentelemetry, docker, configuration management | Summary: Wrote unit tests and integration tests for configuration management modules. Achieved vault certification and applied it in production environments. Designed and deployed istio infrastructure using docker. Optimized sla workflows reducing latency by 60% using vault. Implemented docker solutions to improve system performance by 40%.",devops
"Job Title: Full Stack Developer | Education: BCA | Experience: 7 years at Cognizant | Skills: python, stripe api, react, git, html, github, vue.js, ci/cd, vite | Summary: Integrated ci/cd with github for seamless data flow. Published research paper on vite optimization techniques. Wrote unit tests and integration tests for vue.js modules. Wrote unit tests and integration tests for vue.js modules.",fullstack
"Job Title: Platform Engineer | Education: B.Tech Information Technology | Experience: 5 years at BYJU's | Skills: grpc, docker, spring framework, node.js, caching, apache, .net, linux, jenkins, asp.net, aws | Summary: Achieved aws certification and applied it in production environments. Wrote unit tests and integration tests for grpc modules. Integrated caching with node.js for seamless data flow.",backend
"Job Title: Information Security Engineer | Education: CISSP | Experience: 8 years at InMobi | Skills: burp suite, powershell, ldap, nmap, vpn, vulnerability assessment, reverse engineering, siem, ethical hacking, tls, qradar, cloud security | Summary: Developed and maintained nmap applications using vpn and ldap. Optimized qradar workflows reducing latency by 60% using powershell. Migrated legacy systems to modern siem architecture using qradar. Implemented ethical hacking solutions to improve system performance by 40%. Published research paper on vulnerability assessment optimization techniques.",cybersecurity
"Job Title: Site Reliability Engineer | Education: B.E Software Engineering | Experience: 1 years at Ola | Skills: azure, gcp, spring boot, nosql, java, sql, spring framework, graphql, postgresql, bash | Summary: Implemented java solutions to improve system performance by 40%. Optimized gcp workflows reducing latency by 60% using graphql. Designed and deployed java infrastructure using java. Built scalable nosql pipelines with spring boot achieving 99.9% uptime. Published research paper on bash optimization techniques.",backend
"Job Title: Frontend Developer | Education: B.Tech Computer Science | Experience: 5 years at IBM India | Skills: graphql, vue.js, performance optimization, context api, framer motion, responsive design, service worker, react query, svelte, zustand, scss, code splitting, vite, babel | Summary: Developed and maintained vite applications using svelte and react query. Conducted code reviews for context api and responsive design implementations. Led a team of 5 engineers to deliver react query projects on time. Achieved svelte certification and applied it in production environments. Built scalable service worker pipelines with graphql achieving 99.9% uptime.",frontend
"Job Title: API Developer | Education: B.E Software Engineering | Experience: 2 years at Mu Sigma | Skills: nginx, bash, gcp, sql, rest api, jenkins, django, linux, flask, hibernate | Summary: Implemented bash solutions to improve system performance by 40%. Conducted code reviews for sql and sql implementations. Wrote unit tests and integration tests for bash modules.",backend
"Job Title: SRE | Education: B.Sc Information Technology | Experience: 3 years at InMobi | Skills: puppet, gitlab ci, traefik, circleci, prometheus, alerting, disaster recovery, load balancing, sla, monitoring, configuration management, sli | Summary: Developed and maintained alerting applications using alerting and alerting. Conducted code reviews for configuration management and configuration management implementations. Optimized gitlab ci workflows reducing latency by 60% using load balancing. Designed and deployed configuration management infrastructure using sla.",devops
"Job Title: Cybersecurity Analyst | Education: CISSP | Experience: 9 years at Zomato | Skills: pki, azure security, aws security, firewall, zero trust, vulnerability assessment, soar, risk assessment | Summary: Optimized soar workflows reducing latency by 60% using risk assessment. Contributed to open-source azure security projects on GitHub. Migrated legacy systems to modern aws security architecture using firewall. Achieved azure security certification and applied it in production environments.",cybersecurity
"Job Title: Security Engineer | Education: B.E Electronics | Experience: 1 years at MakeMyTrip | Skills: vpn, digital forensics, kali linux, vulnerability assessment, ldap, ids, splunk, ips, bash scripting, soc | Summary: Achieved vpn certification and applied it in production environments. Collaborated with cross-functional teams on ips and bash scripting solutions. Automated digital forensics processes saving 20 hours of manual work weekly.",cybersecurity
"Job Title: MEAN Stack Developer | Education: B.Tech Computer Science | Experience: 3 years at Infosys | Skills: javascript, python, postgresql, express.js, microservices, mysql, mongodb, node.js, nginx, jwt | Summary: Contributed to open-source express.js projects on GitHub. Automated mongodb processes saving 20 hours of manual work weekly. Migrated legacy systems to modern microservices architecture using postgresql. Automated mongodb processes saving 20 hours of manual work weekly.",fullstack
"Job Title: Platform Engineer | Education: B.E Software Engineering | Experience: 4 years at Cognizant | Skills: kubernetes, ci/cd, ruby on rails, jwt, aws, express.js, go, grpc, oauth, fastapi, golang, mysql, ansible, mongodb, flask, azure | Summary: Wrote unit tests and integration tests for express.js modules. Achieved mongodb certification and applied it in production environments. Published research paper on express.js optimization techniques.",backend
"Job Title: React Developer | Education: B.Tech Information Technology | Experience: 7 years at MakeMyTrip | Skills: javascript, performance optimization, service worker, react query, webpack, bootstrap, gsap, babel, framer motion, d3.js, less, jest, storybook, cypress | Summary: Designed and deployed less infrastructure using javascript. Achieved gsap certification and applied it in production environments. Designed and deployed cypress infrastructure using d3.js.",frontend
"Job Title: Web Developer | Education: BCA | Experience: 10 years at Unacademy | Skills: angular, css, scss, wcag, typescript, lazy loading, d3.js, progressive web app, tailwind css, vue.js, next.js, adobe xd, three.js, react query, gsap, vite, context api, zustand | Summary: Collaborated with cross-functional teams on context api and gsap solutions. Achieved wcag certification and applied it in production environments. Developed and maintained zustand applications using context api and vue.js. Achieved context api certification and applied it in production environments. Collaborated with cross-functional teams on three.js and tailwind css solutions.",frontend
"Job Title: Web Developer | Education: B.E Computer Engineering | Experience: 10 years at InMobi | Skills: linux, payment integration, redis, python, typescript, mongodb, meilisearch, agile, ci/cd | Summary: Wrote unit tests and integration tests for payment integration modules. Achieved payment integration certification and applied it in production environments. Collaborated with cross-functional teams on payment integration and agile solutions. Led a team of 5 engineers to deliver typescript projects on time. Integrated typescript with python for seamless data flow.",fullstack
"Job Title: Cloud Engineer | Education: AWS Certified | Experience: 3 years at Mu Sigma | Skills: autoscaling, vault, go, prometheus, logging, sre, configuration management, load balancing, python, monitoring, circleci, istio, azure, terraform, disaster recovery, tracing | Summary: Developed and maintained prometheus applications using azure and python. Wrote unit tests and integration tests for load balancing modules. Automated logging processes saving 20 hours of manual work weekly.",devops
"Job Title: Analytics Engineer | Education: B.Tech Computer Science | Experience: 9 years at Wipro | Skills: azure data factory, emr, dbt, hive, etl, sql, nifi, hdfs, tableau, data quality, elt, iceberg | Summary: Automated tableau processes saving 20 hours of manual work weekly. Collaborated with cross-functional teams on data quality and nifi solutions. Automated sql processes saving 20 hours of manual work weekly.",data_engineering
"Job Title: React Native Developer | Education: BCA | Experience: 8 years at Tiger Analytics | Skills: room database, mvc, kotlin, react native, push notifications, ionic, clean architecture, xamarin, apns, android, firebase, android studio, spm, cocoapods, core data, ios | Summary: Migrated legacy systems to modern kotlin architecture using kotlin. Conducted code reviews for xamarin and apns implementations. Published research paper on mvc optimization techniques. Developed and maintained react native applications using spm and cocoapods.",mobile
"Job Title: Cloud Security Engineer | Education: CISSP | Experience: 9 years at Ola | Skills: qradar, active directory, ldap, bash scripting, reverse engineering, network security, firewall, aws security, devsecops, zero trust, ctf, python scripting, malware analysis, incident response, splunk, vpn, risk assessment | Summary: Collaborated with cross-functional teams on bash scripting and bash scripting solutions. Designed and deployed aws security infrastructure using aws security. Integrated devsecops with qradar for seamless data flow. Developed and maintained ctf applications using vpn and vpn.",cybersecurity
"Job Title: API Developer | Education: B.Tech Information Technology | Experience: 6 years at HCL Technologies | Skills: java, express.js, graphql, mongodb, caching, rust, message queue, ansible, redis, microservices, load balancer, jpa | Summary: Wrote unit tests and integration tests for microservices modules. Wrote unit tests and integration tests for graphql modules. Designed and deployed message queue infrastructure using express.js. Contributed to open-source message queue projects on GitHub. Automated graphql processes saving 20 hours of manual work weekly.",backend
"Job Title: React Developer | Education: B.Tech Computer Science | Experience: 10 years at BYJU's | Skills: javascript, apollo, framer motion, storybook, rollup, graphql, responsive design, zustand, bootstrap, wcag, web accessibility | Summary: Optimized framer motion workflows reducing latency by 60% using wcag. Led a team of 5 engineers to deliver graphql projects on time. Wrote unit tests and integration tests for graphql modules. Wrote unit tests and integration tests for javascript modules. Optimized apollo workflows reducing latency by 60% using framer motion.",frontend
"Job Title: Data Platform Engineer | Education: B.Tech Information Technology | Experience: 3 years at Paytm | Skills: luigi, java, delta lake, dbt, data quality, emr, azure data factory, looker, nosql, python, pig, flink, orc | Summary: Contributed to open-source python projects on GitHub. Wrote unit tests and integration tests for flink modules. Built scalable java pipelines with nosql achieving 99.9% uptime. Led a team of 5 engineers to deliver flink projects on time.",data_engineering
"Job Title: React Native Developer | Education: Diploma Mobile Development | Experience: 2 years at Ola | Skills: xcode, espresso, capacitor, sqlite, ionic, flutter, jetpack compose, cocoapods, fastlane, ci/cd mobile, okhttp, app store, ui testing | Summary: Collaborated with cross-functional teams on okhttp and xcode solutions. Collaborated with cross-functional teams on espresso and sqlite solutions. Developed and maintained flutter applications using cocoapods and sqlite. Built scalable espresso pipelines with sqlite achieving 99.9% uptime.",mobile
"Job Title: MEAN Stack Developer | Education: B.Sc Computer Science | Experience: 7 years at InMobi | Skills: jwt, javascript, meilisearch, vue.js, agile, typescript, ci/cd, rest api, microservices, flask, elasticsearch, bash, django, mysql, next.js | Summary: Developed and maintained typescript applications using rest api and bash. Optimized rest api workflows reducing latency by 60% using bash. Published research paper on ci/cd optimization techniques.",fullstack
"Job Title: Computer Vision Engineer | Education: M.Tech Artificial Intelligence | Experience: 6 years at Accenture | Skills: tsne, dimensionality reduction, reinforcement learning, seaborn, backpropagation, numpy, deep learning, hyperparameter tuning, attention mechanism, cnn, bayesian optimization, transfer learning, automl, model deployment, data augmentation, lstm, tensorflow, catboost | Summary: Led a team of 5 engineers to deliver hyperparameter tuning projects on time. Implemented cnn solutions to improve system performance by 40%. Conducted code reviews for catboost and tensorflow implementations. Automated bayesian optimization processes saving 20 hours of manual work weekly.",machine_learning
"Job Title: Infrastructure Engineer | Education: CKA Certified | Experience: 7 years at Google India | Skills: autoscaling, gitops, aws, sla, jenkins, flux, configuration management, ansible, bash, load balancing, slo, chef, jaeger, terraform, opentelemetry, loki, traefik | Summary: Contributed to open-source gitops projects on GitHub. Implemented traefik solutions to improve system performance by 40%. Conducted code reviews for sla and sla implementations. Contributed to open-source opentelemetry projects on GitHub. Migrated legacy systems to modern gitops architecture using configuration management.",devops
"Job Title: Python Developer | Education: M.Tech Computer Science | Experience: 7 years at InMobi | Skills: mongodb, aws, ci/cd, hibernate, php, flask, ruby, grpc | Summary: Optimized mongodb workflows reducing latency by 60% using ci/cd. Developed and maintained mongodb applications using flask and hibernate. Designed and deployed grpc infrastructure using php.",backend
"Job Title: Machine Learning Engineer | Education: B.Tech Computer Science | Experience: 4 years at Google India | Skills: gpt, automl, feature engineering, colab, hyperparameter tuning, bayesian optimization, jupyter, tsne, mlflow | Summary: Wrote unit tests and integration tests for colab modules. Contributed to open-source mlflow projects on GitHub. Integrated mlflow with bayesian optimization for seamless data flow. Wrote unit tests and integration tests for tsne modules.",machine_learning
"Job Title: NLP Engineer | Education: M.Sc Data Science | Experience: 6 years at Tiger Analytics | Skills: bert, colab, bayesian optimization, keras, nlp, lstm, umap, pytorch | Summary: Contributed to open-source pytorch projects on GitHub. Automated lstm processes saving 20 hours of manual work weekly. Published research paper on nlp optimization techniques. Automated umap processes saving 20 hours of manual work weekly.",machine_learning
"Job Title: Data Engineer | Education: B.Tech Computer Science | Experience: 3 years at Sigmoid | Skills: sql, dbt, etl, star schema, looker, kibana, synapse, fluentd, data lake, databricks, apache spark, pig, hdfs, orc, airflow, snowflake | Summary: Published research paper on data lake optimization techniques. Designed and deployed databricks infrastructure using snowflake. Achieved dbt certification and applied it in production environments. Published research paper on airflow optimization techniques. Conducted code reviews for orc and star schema implementations.",data_engineering
"Job Title: Site Reliability Engineer | Education: B.Tech Information Technology | Experience: 9 years at Ola | Skills: nosql, nginx, spring framework, jenkins, jwt, node.js, microservices, ci/cd, python, jpa, c#, celery, mongodb, caching | Summary: Implemented caching solutions to improve system performance by 40%. Developed and maintained jpa applications using ci/cd and c#. Collaborated with cross-functional teams on python and ci/cd solutions. Designed and deployed jenkins infrastructure using caching. Designed and deployed jenkins infrastructure using node.js.",backend
"Job Title: Cross-Platform Developer | Education: BCA | Experience: 2 years at Paytm | Skills: swiftui, mvvm, android studio, ui testing, uikit, google play, unit testing, alamofire, spm, espresso, core data, apns, cocoapods, app store | Summary: Implemented cocoapods solutions to improve system performance by 40%. Collaborated with cross-functional teams on uikit and uikit solutions. Conducted code reviews for apns and espresso implementations.",mobile
"Job Title: Machine Learning Engineer | Education: PhD Machine Learning | Experience: 7 years at BYJU's | Skills: neural networks, cross validation, backpropagation, pca, bayesian optimization, gpt, deep learning, xgboost, transfer learning, bert, feature engineering, clustering, computer vision, scikit-learn, catboost, model deployment, colab | Summary: Optimized scikit-learn workflows reducing latency by 60% using scikit-learn. Designed and deployed computer vision infrastructure using gpt. Led a team of 5 engineers to deliver xgboost projects on time. Conducted code reviews for catboost and cross validation implementations. Integrated colab with bayesian optimization for seamless data flow.",machine_learning
"Job Title: CI/CD Engineer | Education: B.Tech Computer Science | Experience: 3 years at Tiger Analytics | Skills: gcp, slo, prometheus, jenkins, flux, loki, azure, alerting, sla, terraform, puppet, kubernetes | Summary: Collaborated with cross-functional teams on terraform and azure solutions. Integrated kubernetes with gcp for seamless data flow. Developed and maintained azure applications using prometheus and jenkins.",devops
"Job Title: Computer Vision Engineer | Education: B.Tech Computer Science | Experience: 4 years at Sigmoid | Skills: bert, matplotlib, huggingface, neural networks, automl, fine tuning, catboost, umap, transformers, jupyter, computer vision, transfer learning | Summary: Led a team of 5 engineers to deliver fine tuning projects on time. Developed and maintained transfer learning applications using transformers and huggingface. Designed and deployed bert infrastructure using bert. Designed and deployed transfer learning infrastructure using huggingface.",machine_learning
